,A,B,C,D,E,F,G,H,I
19,-0.02993241693752496,-0.025693749837988947,-0.01683667108742382,0.008551590259918775,0.024253273470798226,0.0013718568623891567,-0.006582690168419939,0.003734011363804538,-0.009034685216598221
20,-0.003394237398185255,0.011680919532833272,0.0032884885867922597,-0.037599214736055216,-0.02885904870422382,-0.04517182665160968,-0.014804234395175017,-0.013679630925513081,-0.02683827859705574
21,-0.016111896193016548,-0.02963144581658037,0.0019842567206740163,0.07469916785345013,0.05235436235039003,0.031052022630582977,-0.032587515989345166,-0.01081175332068293,-0.012673400769931585
22,0.0025293120055640377,0.024867601858902216,0.025991351373279462,-0.0260211526756084,-0.01919441067160755,-0.013315786581936178,0.00806874474558317,-0.007552598834117691,-0.01332041442147126
23,0.004123631892375557,-0.02018655289556768,-0.0076964527937222115,0.007093825435550163,0.016274650749582353,-0.006247417895876812,-0.017788001645492307,0.0033870936969920004,0.013561772890361406
24,-0.0021781144156500713,0.009230133898149561,-0.004446116161556995,0.014525094451780898,0.02613125334175196,0.006861974301649981,-0.0035166100083482065,-0.027507061474953735,0.0005381112502534973
25,0.03329371421753822,0.053272811916193825,0.0084423288287423,-0.02255979393922326,0.011987517278190859,-0.013219900409682774,0.03844066445145081,0.045416710022219677,0.005445466550246308
26,0.009559589313175711,-0.005578436846896697,0.003661184468047095,-0.03237085933753509,-0.06856074402082425,-0.020807502762726037,-0.022698954703155007,0.007533832292115404,0.027925568868725232
27,0.000878500406850453,0.0007663015648195655,-0.018419902201322422,-0.006575712167293838,-0.054940287981457,0.0029324104497630236,0.005359618089269201,-0.02755387160852146,-0.012780947707751072
28,0.021952369057267433,0.0574605584862446,0.02784560613331719,0.04824633260932503,0.07537763092994859,0.0803814651188137,0.03501202203132696,-0.026692680658017925,0.007892502358639622
29,0.0020716168200869928,0.006352325701296311,0.007018473459568536,0.06255863077533516,0.06891069081407127,0.03005015943978907,-0.011719171358172471,-0.024235915159506353,0.014674240122583462
30,0.019666585957072887,-0.028500961538397943,-0.017103242493809734,-0.020545599599831023,-0.030086282178365235,-0.037980053241318354,-0.0033556442390121587,-0.024379638414739113,0.03401306992023849
31,-0.0297324722372752,-0.014997882603981076,0.009255737408241187,0.023344157189026587,0.01305487668158931,0.015299017377412218,-0.019382693947810198,-0.01891430901508801,-0.04676169778671468
32,0.02231240869902002,0.011677731113849689,0.033767258406083515,-0.0013795589975626576,-0.01653440964763047,-0.010900992419889587,0.025653375739582897,0.024874691235447846,0.029731900554330063
33,0.009123734447476065,0.01667566436139466,0.0044531743201295226,-0.044144858704112756,-0.04226174609018512,-0.021125876871171675,0.011645255474152861,-0.03371640679302233,-0.007250766264900237
34,-0.03196053644139509,-0.046843259395816204,-0.04038641993766591,0.04999612943863003,0.02170489787470844,0.05282030236198693,0.005897066671447936,-0.03450634824005849,-0.011114217827087356
35,0.005815808263758123,-0.026650594998164207,0.0028117443009750016,-0.005854036164480519,-0.002586791196314879,-0.022893756348261483,0.022330193998980046,-0.04119799339378683,-0.001753853981525641
36,-0.016964997785398016,0.004266855935293585,-0.018664491201471102,-0.014881099214058289,-0.014623420962479079,-0.02719866635707355,-0.030626718779282587,-0.0019798044849666584,-0.009736940184236067
37,0.0026127112247604995,0.03941086090074862,-0.001359334644994405,0.012584132124097426,-0.06511737519991136,-0.06589812354553695,0.04462300232802712,0.0017994900793598552,0.004848716022400518
38,-0.009795964899070576,0.0216045905126879,-0.01821065292322807,0.045648398697047565,0.02073416984428248,0.07671664855524409,-0.01679201268235488,-0.026565237620818367,-0.004599183027215431
39,-0.013577214480225905,-0.019010625493168284,0.011802052314691494,-0.07127195625677599,-0.048496938591414906,-0.043276419058615866,-0.006662347262806072,-0.025611186890110202,-0.02198580500430937
40,-0.01737430352898364,-0.04671908067653066,-0.026769424975544555,-0.024947402388761416,-0.02948153009036294,-0.017442299418972323,0.04027984982384533,-0.04409316510727169,0.01616132923739726
41,0.0093761643806509,-0.006527462268314487,-0.009562928593948352,0.0027036608776588736,-0.03589750979524993,-0.000652959086765141,0.0016698924677994603,0.032456569375804906,0.019096087703960794
42,-0.01157338216438079,-0.0011038606208412492,0.012724779992136906,0.028179423773083787,0.031849229142979836,0.04182500251431367,-0.0031337306429238534,-0.006323573617797173,0.0023770479640216912
43,0.024083009190636776,0.0026098312797609184,0.010807944831737165,0.04408116022440579,0.0260941270947892,0.07037393293401321,0.013965256280223345,0.011805211269925344,0.021185293130037277
44,-0.003877839303053192,0.007342118939407208,0.0031833852738006197,-0.0336444390268161,-0.054989827067816126,-0.01634343937868779,-0.025512873327083976,0.0028268931766330637,-0.013886422516513114
45,0.012358942998135943,0.018095894218471898,0.01798720115629909,0.01747185081013563,-0.00042232621352906893,0.05485879170176918,0.02501862059693209,-0.0033327424905781377,0.028179280479226236
46,-0.008550642964958196,0.002528465420357122,0.013860296457166856,-0.05442189403070323,-0.0718211278488814,-0.06895064358695538,0.009157905627669773,-0.01216882736402567,-0.015626801363267363
47,-0.007971731664853566,0.006830229376192187,-0.008885758426136165,0.011057295937841605,-0.00893035928281045,-0.02533815312871585,0.015035539770006883,0.036231566104985596,-0.0011105220907296027
48,-0.027120740192860683,0.013420165075993912,0.016363821796932704,0.010334633744355351,0.025468326491094682,0.019372885311455854,0.005863540466622167,0.03563647705110471,0.04531679063230841
49,0.010942098035742854,-0.0046131991872038714,-0.008881800535850038,-0.004032198498992554,-0.006140399593057468,0.012860985738486088,0.04134168988212817,0.008944324437226075,-0.012567329122609059
50,0.006895696656732018,-0.018805168998257144,-0.01889101272815131,-0.07849396642273594,-0.06055844877786958,-0.07856251085999906,0.001247911524362265,-0.0008268496716944679,0.01821105275033325
51,0.016066553375072012,0.04530307146184669,0.01767283096267612,0.02367674583079905,0.016406707109121756,0.025070829130574488,-0.0010470057193471408,0.005292805749955103,0.022786835274076683
52,0.004184770690402101,-0.011880967036697651,0.020868573830244635,0.06267667668229555,0.07631483422611955,0.1025113340870809,0.0027879274166076103,0.011473938253083413,-0.02147507186816878
53,0.010465175664473173,-0.0271341233735176,-0.006868708581692123,0.03940114419193649,0.04170758422723304,0.030250601475566942,0.027838584468091277,-0.027492750740042884,-0.033998070340514365
54,-0.004171444089534978,0.042886984701673424,0.0060761814467980915,0.041713130698724774,0.0013605782104285527,0.06366042217391907,0.016568327577011856,0.009681054826069482,-0.024751988340572403
55,0.03642258862125326,0.0028944918188592707,0.019338258509539057,0.017110598383532884,-0.010706781535070103,0.04077874339502195,-0.001815547747474212,0.002857858388700481,0.03922189129416668
56,-0.015131050569255974,0.015798171985690106,0.000304552264239292,-0.006099755783934314,-0.014500394685938096,0.019710917638934584,-0.0034791778916405595,-0.002820019495732227,-0.0612895048870164
57,0.042205562104326216,0.024291389884290863,-0.004583884513050465,0.0178776573097918,0.013904592959489275,-0.0020158008613261435,-0.00935712027742241,-0.03762199011421898,0.0017239703077249684
58,-0.010048788826449514,-0.021828572729504,0.004889352008640114,-0.010566598429401329,0.01229508765668388,-0.008350201694516854,0.012456477748729182,0.01774856296356728,-0.044586659379493195
59,-0.010944677566206795,-0.048853514522660034,0.011461305492749919,0.01920208176368443,0.004363547934195422,0.029789959753900135,0.009422670565498155,-0.023518795720772895,0.0035534662100860353
60,0.012659298061758587,0.020068869029607944,0.05212913347340656,0.015659224186910813,-0.0050016899991472885,-0.016549409186611384,-0.026998077345591797,-0.005327388886683673,0.0055890631350345235
61,-0.005389932668825268,-0.024926060464754693,-0.023053149498443545,-0.04027017152739744,-0.0478014534722589,-0.046184505083729926,-0.026505708467471824,0.008143507670138878,0.016717137791694578
62,-0.0017692334394483601,-0.016815880037736045,0.006744209190627056,0.010118091712754273,0.03636615035516162,0.00910729504922808,0.0066226352507900155,0.003536719902953587,0.028673102959248558
63,-0.001993307563112005,0.014094937620630577,-0.021372998354944415,0.031827066273027456,0.03947698448943394,0.02824519318984321,0.013406935134133416,0.01665498100640234,-0.009884914140427949
64,-0.0034252967739260526,-0.007121539174605962,0.009184411774490996,0.0434002288226039,0.06397167703275082,0.060582298565931586,-0.02959895948482243,0.031526241062157956,-0.046535114438787425
65,-0.019901350006214912,-0.05305283725277697,-0.021499780359389337,0.00694585156984042,-0.009094218063155031,-0.016017901256237185,-0.012321068093761574,-0.013279312523452784,-0.03082991982399692
66,0.0004170683247365711,-0.006170396334392626,-0.005783741761763432,0.022477760314489798,-0.00018507283059472922,0.0300573348536698,-0.00407472568895306,-0.015548166475511641,-0.010453877319619886
67,0.012283861206368664,-0.012481797011165887,0.0018702951181328521,-0.0016898740323373703,-0.0299779435071673,-0.012534867719378057,-0.012803180946184324,0.0036226367634542233,-0.02212043909702769
68,-0.006601103602655169,0.002811074615276533,-0.014796394154056893,-0.005782463331699918,-0.042177806861036775,-0.036039540302763136,-0.001994644083610043,-0.028494244150716646,0.0026750103986637208
69,-0.0234456401259466,-0.018662569241549493,-0.008122113636904535,0.02731914047059303,0.050462194159032234,0.009511327569090651,0.009539390119304072,-0.029662941708828678,0.016269260822447562
70,-0.0028005974573047515,0.012694266932738877,-0.01225938571572173,0.02133239876059049,0.016187528278910946,0.005907746210882065,-0.008204613791455356,0.0014214324682738843,0.029970542553925734
71,0.005418188368542197,0.027235380975318222,0.011720219445656469,0.01418749536050399,-0.019619789362775395,-0.002685620466766849,-0.004152077420220445,0.044876608145263584,0.005650333732168837
72,0.0063843105746293006,-0.023066981495882887,-0.037028843045919406,0.048147135395513505,0.0640152912829711,-0.021159645041594267,0.0009361235965123191,-0.018041150403904995,0.020693445887568676
73,0.0033627868329783456,0.0009919169782860227,-0.004669972174191297,0.037339618084954986,0.022791355680792724,0.010237270108600207,-0.05334487975985677,-0.02176575825653739,-0.03506319080563712
74,-0.022235003686026558,-0.057780057571643555,-0.027815026502828393,-0.0784714663038702,-0.03548834451326135,-0.08926028291785082,-0.013919785058331725,-0.04567899047467845,-0.019348347729720293
75,0.043186093494066914,0.07780440698047768,0.01748017241376953,0.024575818023136357,-0.013713070113162633,-0.022453442991481807,0.06914447598860075,0.05640356140300266,0.025141113713086374
76,-0.011783565542260633,-0.015138886371741902,-0.030753377832855457,0.009057436745623777,-0.002100718468518154,0.002940200155116094,0.0022306418367398113,0.018787589802239272,-0.0011397630490029274
77,-0.008250028262372566,-0.012424590979894483,-0.004808001888222578,-0.06433285792420242,-0.07251925621321796,-0.047673181681971516,-0.023775673027665915,-0.02710114222477456,0.005954730185244717
78,-0.006475296795266245,-0.004144257786169683,0.029348421518643454,-0.008842889455114172,0.005545898722262012,-0.003612003296468872,-0.002541369089859928,-0.011274891889970643,0.012935930195477107
79,-0.014960817290194413,-0.04621545805897555,-0.01159669347026702,-0.014803371403201414,0.03299069289660613,0.023545399877692712,-0.005610723931605384,-0.004224549527663733,0.015455592091147725
80,-0.019121051901708846,-0.0036105595860015612,-0.002709523365400116,0.03159299158645932,0.022581425287619163,0.003939712600447145,-0.017442211956207793,-0.01399260927917407,-0.032921541892485605
81,-0.020437916845654255,-0.008429297780706318,-0.023393016518117638,0.005112802180313014,0.0726475552739677,0.03240303538331579,-0.002999339526121045,-0.04228671389872302,0.007189841063446766
82,0.014781732522832344,-0.008812165343327438,0.034419788378848126,0.0018809685270601048,0.031715649603542,0.013859302677233308,0.03828028363786503,0.02255293744979066,0.03801482426211931
83,0.0012448044834934037,-0.0058728936274607835,0.012637701181605818,0.032426194169775414,0.014548017431079793,-0.002082498590331649,0.03790751767902369,0.0035081743310911365,0.02646812603626101
84,-0.013300942210269421,-0.0003765467117777297,-0.007848625956087481,-0.006800337835281447,-0.041861999622988005,0.006715032039917377,-0.018801991665108014,-0.0002353432720114212,-0.001457297077679391
85,0.01008827034644541,0.035745627971113636,0.016796066651156676,-0.006504546351436983,0.025359438624659215,-0.013795578047729242,0.0388876447205881,-0.0014123243339397625,-0.0014478255496266368
86,-0.022561142164720636,-0.02766102884003367,-0.0018181786306622637,-0.000638085568980655,0.005469622309686098,-0.01274572211468552,0.004631884263280995,-0.03532537892860041,-0.025034130561062132
87,0.00014149607318764872,-0.023383249773392793,-0.003179743240339849,0.049048696183486146,0.044914510347674054,0.0378307941680698,0.03703381622215892,0.03039501195517847,0.06587065486517626
88,0.009808858406451983,-0.0002997039995699043,-0.0004757208712012999,0.02329195467148146,0.013878243226169547,-0.013894847371702811,-0.013729219801959467,-0.002188320444278779,-0.02732995219610756
89,0.016488004350941905,-0.004972193088401339,0.014635005140230644,-0.034371966795095084,-0.043256016444337984,-0.041872211038196716,-0.0174991762618555,0.011839172472663669,0.003418743069194778
90,-0.0038977980779441763,-0.008906125979942019,0.019393260896984173,-0.01968738596487883,0.0015703364777299221,-0.014949249995549954,-0.0003884530353215694,-0.010453575884831227,0.01491733855998678
91,0.020443457220473207,0.009860530110821834,0.030338616427837244,-0.061790603139210705,-0.011847165561820128,-0.0024361863347781266,-0.009180292237971963,0.00826162922928856,-0.014856135065525553
92,-0.01692067090692475,0.0011383257054254708,-0.019825772157252536,0.056630385884960735,0.06586003342121616,0.059729796562441664,-0.00119197849180872,-0.009575739224806932,-0.010292864255768213
93,0.010560432386149938,0.029343430815854613,0.015120228193403357,0.06995377148899617,0.03807412201261786,0.09382546435939122,-0.01997007445328093,-0.02781716300354872,0.00787289747501136
94,-0.0011450482881010422,-0.04951430519813843,-0.011976148231580205,-0.045118284151992746,-0.033191361084150016,-0.03710232728718634,0.030188683872308237,0.020754045562495105,0.02085756278236116
95,0.013120315930851426,0.03137370082326548,0.05300984624578252,-0.054949457164384784,-0.0004600980018078942,0.01353968269984374,0.02248741509481539,0.02486099982865773,0.019822522815226108
96,-0.014498746980266049,0.0028355241472230817,-0.022257083642400616,-0.01154920910440482,0.048843362390057155,0.021268661152251272,0.00627942722777447,0.017681926516908253,-0.016235356507096326
97,0.015717327196063575,0.02839856943870201,0.02814171633702168,0.03126043172438036,0.04718351405348454,0.04765811610000672,0.013898960251451832,-0.004456005360392049,0.0080909683951892
98,-0.005705297661731024,-0.030587064085258554,0.015788882114651688,0.02980045049113511,-0.004580433426591299,0.013102821390081735,-0.021001989772911654,-0.0007990659081013977,-0.02169874558515668
99,-0.009748191375254511,-0.014218963077831718,-0.017437339781842864,0.035028417052714096,-0.008302539270087863,0.033625785537773574,0.049333370868988244,-0.017320657759660362,0.01751672759918432
100,-0.017305115747860967,-0.013732810741865732,-0.0054509465449935224,0.07052447783099673,0.08752238244843036,0.06382556960918533,0.005376782134909784,-0.04861665132211314,0.0024217326752532732
101,0.003229319903802198,0.012238766219067988,-0.02704249759985707,-0.027617771419497374,-0.05111908102913277,-0.036696254480516,-0.019191167459980143,0.035498505197500745,0.032768693772743954
102,0.014269533506665604,-0.008031711399083924,6.399060106773843e-07,0.05637904900488684,0.011735574199140664,0.05466994212185064,0.009883561367410308,0.04243957618897314,0.01334960632297067
103,0.0019317088215155033,0.030499537898371194,0.011172803909179392,0.006742251559417533,0.015028612914686837,-0.02698016074424206,0.01772158230202465,0.010793681488827788,0.018763593092445973
104,0.01621545093813312,0.008394743600230035,0.005098122232515981,0.027908809725133456,0.05998526797650959,0.043270016859237856,0.015273646410192685,-5.63149526100226e-05,0.021097386607003072
105,-0.008817430902653472,0.012988821823481636,-0.005006683819798315,-0.06271519237096648,-0.04945932334864057,-0.020432637726010713,-0.02949680038172996,-0.018234958249200753,0.014052809842413342
106,0.017458378744893636,-0.0039023835576226795,0.010224686324052053,-0.04781415798390686,-0.0664693707358684,-0.043867036001384356,-0.003996831010836966,0.00026609121768283143,0.052526311227941214
107,-0.002357109015423286,0.027572620939022793,-0.017640229853578496,-0.039337732498493004,-0.0513533341508034,-0.07963682323724987,-0.006816630142135236,-0.03922527604697347,0.0012885431578712329
108,-0.010635526776326693,0.025192898651277575,-0.00883967099932316,0.0375822049813673,0.0334993432130644,0.04694877683227382,-0.007294631144144391,0.049668011188302386,-0.008959181500756102
109,-0.010405429230232983,-0.01700705609823396,-0.013061978591213287,-0.01611478315739181,-0.026027825605927406,-0.01493702200978778,0.03319865581599977,-0.011944693516029267,-0.020370967189573524
110,0.013846575257969002,-0.0002879765913885577,0.03783722991964008,0.02472135899496896,0.0029545310617449,0.021674086224322413,0.036722408804213874,0.028254808298182804,0.03206259693167585
111,0.011539547047611239,-0.042313647521755246,0.009216623988184592,0.05202282687811741,0.1033641537039468,0.08504303992272155,0.05113250146011143,-0.013417812394395294,0.013096280557194197
112,0.009446912530952485,0.009205976257972825,0.015028052979727476,0.011485086286150126,0.03337350412649746,0.01770696098648735,-0.025391307250721213,0.0015966081397809481,-0.007817970136436545
113,-0.011900664869599205,-0.025137350480589682,-0.009298382523431969,-0.03629895267312229,-0.055304182742816815,-0.03183167498660027,-0.04708400268431838,-0.011171450071571342,-0.0035881014281954064
114,0.012799654764273548,0.0027981873690749682,-0.006164634475034641,0.01743047512378715,-0.0280620272887742,-0.01731304812699137,0.00032318320639264185,0.034043502016138726,-0.009579005905867287
115,0.01628376159715054,0.002714095311844803,0.005139895389679822,-0.022966002900624637,-0.04751766209742204,-0.018452641721844187,-0.004557456655268415,-0.030697283182229078,0.020557131351544414
116,-0.0035263251713203198,-0.02889322095894745,-0.001412316305375589,-0.05782472303603328,-0.053525608266646235,-0.049631187043737986,0.006684752162472176,0.04741002403880098,-0.019456157167108183
117,0.005053359459173915,-0.020535914101669158,-0.024600822859629404,0.008767403364241696,-0.0014182409736709712,0.024227114588024252,0.038470678091280505,-0.00738427921089812,0.04756773019155622
118,-0.003110627597594234,-0.02027053100182552,-0.010867632026203838,-0.02029165195666206,-0.022865611188837728,-0.0019727772359556706,-0.0074324491048233365,0.008194883320283956,-0.021324814599459323
119,0.00550449961886855,-0.007006349424337116,0.0002454347514911199,0.033036780320160865,0.005730336927153348,0.012564926066366238,0.014589371401298835,0.003329791980009374,-0.016240444959781795
120,0.008904196995555542,-0.027832659715696706,-0.00586039056276725,0.020119932980350884,-0.0019869575083872725,0.003556314888960186,-0.028014540105176643,-0.016280314765815523,-0.00021259040985008984
121,0.02303868915902407,0.021055216207879753,0.013127808920756776,0.05897322759072149,0.03771059672656623,0.07461467962349763,0.041134615166291154,0.0062366952142695505,0.04665332913647078
122,0.00917371699553091,0.016118249550900975,0.004359498923738099,-0.015040517590936135,0.007228973513261218,0.008253990608187909,-0.02916639763871379,0.025515084751613903,-0.028511732276724485
123,-0.0041215492594988195,-0.0017960296971225567,-0.004005615204023961,-0.007064540763047421,-0.017023304540657713,-0.010970679050026341,0.008135674961096717,0.01619881603098428,-0.037626476677611514
124,0.02683127091604359,0.021953418176113328,0.006108016708158989,-0.028049437649136668,-0.08319560876739535,-0.051096322893867216,0.011960038510263662,-0.007102833144594044,0.03870813685401425
125,-0.018259094787366332,-0.007733775524806443,-0.02634826888131914,-0.015789693286788593,-0.02014150939988447,-0.03519622082256672,-0.02653530134099695,-0.02539612303783865,-0.03431824507029559
126,0.006497170028178179,0.014341179178132199,0.004802112967110029,-0.02243220353341937,-0.014123933026056681,0.0019513480834422578,-0.022672122376504986,-0.001617453756829132,-9.921830785852426e-05
127,-0.011830925153046469,-6.0069434873389554e-05,-0.0010909153337421938,0.029319224033285803,-0.006961750076073796,-0.0190417734959664,-0.016578336869794805,-0.006978308215342526,0.0033356943912852457
128,0.0009421267199573576,0.008535320095304999,0.0067200871565427185,-0.04301192455624592,0.0010729281635303443,0.004950056415114917,-0.010553611376362732,-0.0013712163470172855,-0.026383457246975793
129,-0.005809082776783071,-0.010828418745615829,-0.008968025945019198,-0.026281684240523122,-0.02468817372892814,0.007039081918603316,-0.0036925662395886,0.037429857541473474,-0.001972167773850901
130,0.040703145467727755,-0.009940554563938822,0.01418687420477084,-0.04270586797836597,-0.03599559083565684,-0.050240348132227663,-0.02077383873375128,0.01713501354878415,0.006972970466861441
131,-0.030133817043195843,0.022500010941256428,-0.013656687716189051,-0.005924253596759622,0.02631890519634133,0.016797422461156303,0.025724911173666487,-0.01744356990020984,0.022274910705622406
132,0.005836462049814324,-0.03566031803873688,-0.006882983480320007,-0.056843244857195684,-0.06477441937058595,-0.030931672106391556,-0.00533456999130842,-0.027179981184110125,-0.004132121659782165
133,0.028152921770963513,0.02775875962157653,0.009831914174707888,0.01235651176951065,0.002725682321356372,-0.008655813867548382,0.02125926549006347,0.03067195112206906,0.03259315204774373
134,-0.02303835232714898,-0.0537986376749615,-0.0185742495059865,-0.0858629435099108,-0.054972164159595195,-0.026980232156085082,-0.0043343146206410894,-0.015331493058467349,-0.09227013671369562
135,0.0292321230588806,0.048936316589825106,0.004666077346566771,0.05277404661061114,0.0713131165097496,0.05971680652842514,0.024316186962628057,0.020526408143180214,0.028632095094460235
136,-0.017151339028068747,0.012557137359994032,0.009909871858308088,0.024898933187332484,0.01435461350766497,0.03714266124927488,0.03280044044187572,0.016972695124249364,-0.013278293672800817
137,0.007168725663620578,-0.003057368140209083,-0.0004777271157146586,-0.032115511886069925,-0.008001608368193506,-0.022336660346911938,0.01343604177505157,0.012092620075924983,0.01965109100068045
138,0.015317420800602019,-0.007680481934418287,0.009920825815614797,0.0367114238868811,-0.01590986381834074,0.029535575807733486,-0.019054333929187726,-0.00455000989693621,-0.0008532594501831695
139,0.0018156192280801993,0.026514361825511687,0.03641793693506078,-0.0175485935573646,0.022951974019740327,-0.03350228111724745,-0.002953404629938636,0.06301022919838296,-0.004007952705694183
140,0.006727367070248707,0.006523555659660647,0.009724490446921951,0.04056398272755955,0.0011210807535679827,0.02663712489278912,0.02083467349873597,0.001300133812188201,0.03732587014654479
141,0.024771738166574457,0.009231167057085779,0.008738943400049123,0.04238392586865434,0.04726493143211675,0.011263632818632359,-0.0004946552981010618,0.0023319830379779256,0.028291702473138683
142,-0.010791382531650354,0.003287749312546273,0.005078239925440757,-0.016239311633521377,-0.0369538459047859,-0.038726067758219976,-0.018547132658557168,-0.020239541923817682,-0.04700171228260563
143,-0.002550121095139632,0.035944585522683134,-0.007124267342704798,-0.002885981373452895,0.026544785602256166,0.012938027652594747,-0.03991719127099342,-0.001879530238248228,0.03717745889627443
144,-0.004626618332462731,0.010969060271284676,0.007128790821961822,-0.06838539957626133,-0.05932296367304847,-0.04868191773838283,0.024292069472068013,0.0009435645877245306,0.009143107577056523
145,-0.0309648594468392,-0.004505245300914304,-0.0065859877607660966,0.007157026945567596,0.009745375091806412,0.0432190816568146,-0.010587219211112033,-0.029560592342196303,-0.03313034367122506
146,0.03793790387384252,0.011874953994606077,0.016662811998862107,0.05531462438469817,0.054304498512547664,0.04768642401717925,-0.007237397752457155,0.019159840765726317,0.010967587483524095
147,-0.009998462005607013,0.005587810746767621,-0.01385031355692104,0.01664370952441205,-0.007422084383292613,-0.0033151670453954738,-0.0004663455726979482,-0.025773229180622522,0.0034200818312428256
148,0.026075856890195946,0.011537852689580106,0.012183690376438754,0.011900612076476266,-0.025432056746121822,-0.020448654244002627,0.001388086715588446,-0.0023530026247613645,-0.016718895086883734
149,0.005795341252291356,-0.00872750315333001,0.024746094971826695,-0.008517404420803691,0.03394074827914441,0.03311645892230367,0.01706345672565922,-0.02198136940407881,0.001419180916290354
150,0.008874122237549572,-0.011733767360684415,-0.023943431421479977,-0.023293346838254462,-0.023049204123761182,0.01704314005818617,0.062345835888664485,-0.006360551412046896,0.044844750784121444
151,-0.013073581808768912,-0.01760994395537173,-0.018795603755293974,-0.03635514790986092,-0.0008775998606525594,-0.0347105211638964,0.011455922183070103,-0.03707364506571757,0.024720251440325518
152,0.013120026492912086,-0.017609069782912073,0.0017501834464410755,0.0026180797323338474,-0.00800491322389219,-0.04175972981471925,0.0148963601392934,0.023299625331869623,0.0048533791356428395
153,-0.029612399171951378,-0.02128788051491413,-0.0006824682636066444,-0.02443817884543793,-0.015591287527220695,-0.032615166304049495,-0.014839788031065651,-0.03339942094446422,0.05371338648610985
154,0.008589770532433965,-0.028136029434031675,-0.002129799348142006,0.0035407433231506515,0.020025526248122684,0.002357512973276535,-0.034422417550272026,-0.019139852069348803,0.007035882906929722
155,-0.004819140849108457,-0.037049614479652965,-0.011765689249128441,0.02125053884675062,0.009414226666245636,0.03786057904937771,0.018016950026089912,0.012563774766368378,0.022017448514370614
156,-0.0032499344160386787,0.005202231998655028,0.019533443695338472,-0.02178454218227449,0.006478098974696382,0.0411656631604015,0.017892074996007108,0.011216849093748739,0.017834087782041097
